id,Title,Authors,Keywords,Published Year,Journal,DOI,States,Cities,Geography Keywords,Citation
184,Differences in Outpatient Health Care Utilization 12 Months after COVID-19 Infection by Race/Ethnicity and Community Social Vulnerability,"Roth, S. E.; Govier, D. J.; Marsi, K.; Cohen-Cline, H.",Ambulatory care; Coronavirus; Disparity; Health care utilization,2022,International Journal of Environmental Research and Public Health,10.3390/ijerph19063481,NA,NA,Community,"Roth, S. E., Govier, D. J., Marsi, K., & Cohen-Cline, H. (2022). Differences in Outpatient Health Care Utilization 12 Months after COVID-19 Infection by Race/Ethnicity and Community Social Vulnerability. International Journal of Environmental Research and Public Health, 19(6), 3481. https://doi.org/10.3390/ijerph19063481"
186,Role of COVID-19 Anxiety and Community Risk Factors on Physical Distancing Practice,"Wang, Hsin-Yi; Cheng, Cecilia",Psychology; anxiety; coronavirus; epidemic; novel disease; pandemic; preventive measures; Infections; Behavior; Community; Disease prevention; Coronaviruses; Pandemics; Social networks; Disease control; Risk factors; Disease transmission; COVID-19; Social distancing; United States--US,2022,Behavioral Sciences,10.3390/bs12040110,NA,NA,Tract County Community,"Wang, H.-Y., & Cheng, C. (2022). Role of COVID-19 Anxiety and Community Risk Factors on Physical Distancing Practice. Behavioral Sciences, 12(4), 110. https://doi.org/10.3390/bs12040110"
187,A simulation-optimization framework for post-disaster allocation of mental health resources,"Cunningham, S.; Schuldt, S.; Chini, C.; Delorit, J.",NA,2021,Natural Hazards and Earth System Sciences,10.5194/nhess-21-3843-2021,NA,NA,State,"Cunningham, S., Schuldt, S., Chini, C., & Delorit, J. (2021). A simulation–optimization framework for post-disaster allocation of mental health resources. Natural Hazards and Earth System Sciences, 21(12), 3843–3862. https://doi.org/10.5194/nhess-21-3843-2021"
190,"Combining hazard, exposure and social vulnerability to provide lessons for flood risk management","Koks, E. E.; Jongman, B.; Husby, T. G.; Botzen, W. J. W.",Flood risk management; Flooding; Risk financing; Social vulnerability; article; demography; exposure; hazard assessment; household; human; methodology; neighborhood; Netherlands; physician; risk assessment; risk management; risk reduction; social status; vulnerable population; flood exposure,2015,Environmental Science and Policy,10.1016/j.envsci.2014.10.013,NA,NA,State Neighborhood,"Koks, E. E., Jongman, B., Husby, T. G., & Botzen, W. J. W. (2015). Combining hazard, exposure and social vulnerability to provide lessons for flood risk management. Environmental Science &amp; Policy, 47, 42–52. https://doi.org/10.1016/j.envsci.2014.10.013"
192,Financial Preparedness for Emergencies: Age Patterns and Multilevel Vulnerabilities,"Cong, Z.; Feng, G.",Disaster Planning; Emergencies; Family Characteristics; Humans; Logistic Models; Poverty,2022,Research on Aging,10.1177/01640275211034471,NA,NA,County Community,"Cong, Z., & Feng, G. (2021). Financial Preparedness for Emergencies: Age Patterns and Multilevel Vulnerabilities. Research on Aging, 44(3–4), 334–348. https://doi.org/10.1177/01640275211034471"
193,2020 The Year of Living Dangerously in a COVID-19 World,"Cohen, Alan B.",NA,2021,The Milbank Quarterly,10.1111/1468-0009.12537,NA,NA,State Community,"COHEN, A. B. (2021). 2020—The Year of Living Dangerously in a COVID‐19 World. The Milbank Quarterly, 99(2), 333–339. Portico. https://doi.org/10.1111/1468-0009.12537"
194,Spatial patterns of recent US summertime heat trends: Implications for heat sensitivity and health adaptations,"Spangler, K. R.; Wellenius, G. A.",NA,2020,Environmental Research Communications,10.1088/2515-7620/ab7abb,NA,NA,State,"Spangler, K. R., & Wellenius, G. A. (2020). Spatial patterns of recent US summertime heat trends: Implications for heat sensitivity and health adaptations. Environmental Research Communications, 2(3), 035002. https://doi.org/10.1088/2515-7620/ab7abb"
197,Impact of Agriculture on the Oueme Basin in Benin,"Dossou, J. F.; Li, X. X.; Kouhoundji, N. K.; Vissin, E. W.",Analytic hierarchy process ; Intensive agriculture; Northern Oueme basin; Oueme basin; Social vulnerability index ; agriculture; analytic hierarchy process; article; Benin; climate change; cowpea; crop production; decentralization; environmental impact; environmental protection; land use; outcome assessment; Social Vulnerability Index; vulnerable population; cotton,2021,"Water, Air, and Soil Pollution",10.1007/s11270-021-05397-5,NA,NA,Tract Urban,"Dossou, J. F., Li, X. X., Kouhoundji, N. K., & Vissin, E. W. (2021). Impact of Agriculture on the Oueme Basin in Benin. Water, Air, &amp; Soil Pollution, 232(12). https://doi.org/10.1007/s11270-021-05397-5"
199,Assessing community vulnerability to floods and hurricanes along the Gulf Coast of the United States,"Shao, W.; Jackson, N. P.; Ha, H.; Winemiller, T.",Cyclonic Storms; Disasters; Floods; Humans; Residence Characteristics; Risk Assessment; United States; Vulnerable Populations,2020,Disasters,10.1111/disa.12383,NA,NA,County State Community,"Shao, W., Jackson, N. P., Ha, H., & Winemiller, T. (2020). Assessing community vulnerability to floods and hurricanes along the Gulf Coast of the United States. Disasters, 44(3), 518–547. Portico. https://doi.org/10.1111/disa.12383"
200,"County-Level Social Vulnerability and Breast, Cervical, and Colorectal Cancer Screening Rates in the US, 2018","Bauer, C.; Zhang, K.; Xiao, Q.; Lu, J.; Hong, Y. R.; Suk, R.",Adult; Breast Neoplasms[Diagnosis]; Breast Neoplasms[Epidemiology]; Breast Neoplasms[Prevention & Control]; Breast Neoplasms; Colorectal Neoplasms[Diagnosis]; Colorectal Neoplasms[Epidemiology]; Colorectal Neoplasms; Cross-Sectional Studies; Early Detection of Cancer; Female; Humans; Social Vulnerability; Uterine Cervical Neoplasms[Diagnosis]; Uterine Cervical Neoplasms[Epidemiology]; Uterine Cervical Neoplasms[Prevention & Control]; Uterine Cervical Neoplasms,2022,JAMA Network Open,10.1001/jamanetworkopen.2022.33429,NA,NA,County Rural Urban,"Bauer, C., Zhang, K., Xiao, Q., Lu, J., Hong, Y.-R., & Suk, R. (2022). County-Level Social Vulnerability and Breast, Cervical, and Colorectal Cancer Screening Rates in the US, 2018. JAMA Network Open, 5(9), e2233429. https://doi.org/10.1001/jamanetworkopen.2022.33429"
203,Association of Social and Demographic Factors With COVID-19 Incidence and Death Rates in the US,"Karmakar, M.; Lantz, P. M.; Tipirneni, R.",COVID-19[Epidemiology]; COVID-19[Ethnology]; COVID-19[Mortality]; Cross-Sectional Studies; Female; Health Status Disparities; Humans; Incidence; Male; Pandemics; Risk Factors; SARS-CoV-2; Social Class; United States[Epidemiology]; Vulnerable Populations,2021,JAMA Network Open,10.1001/jamanetworkopen.2020.36462,NA,NA,County Urban,"Karmakar, M., Lantz, P. M., & Tipirneni, R. (2021). Association of Social and Demographic Factors With COVID-19 Incidence and Death Rates in the US. JAMA Network Open, 4(1), e2036462. https://doi.org/10.1001/jamanetworkopen.2020.36462"
205,Association Between In-Person vs Telehealth Follow-up and Rates of Repeated Hospital Visits Among Patients Seen in the Emergency Department,"Shah, V. V.; Villaflores, C. W.; Chuong, L. H.; Leuchter, R. K.; Kilaru, A. S.; Vangala, S.; Sarkisian, C. A.","Adult; Humans; Female; Middle Aged; Male; Retrospective Studies; Cohort Studies; Follow-Up Studies; Emergency Service, Hospital; Telemedicine; Hospitals",2022,JAMA Network Open,10.1001/jamanetworkopen.2022.37783,NA,NA,Urban,"Shah, V. V., Villaflores, C. W., Chuong, L. H., Leuchter, R. K., Kilaru, A. S., Vangala, S., & Sarkisian, C. A. (2022). Association Between In-Person vs Telehealth Follow-up and Rates of Repeated Hospital Visits Among Patients Seen in the Emergency Department. JAMA Network Open, 5(10), e2237783. https://doi.org/10.1001/jamanetworkopen.2022.37783"
207,Adolescent Access to Federally Funded Clinics Providing Confidential Family Planning Following Changes to Title X Funding Regulations,"Krass, P.; Tam, V.; Min, J.; Joslin, I.; Khabie, L.; Wilkinson, T. A.; Wood, S. M.",Adolescent; Confidentiality; Cross-Sectional Studies; Family Planning Services; Humans; Retrospective Studies,2022,JAMA Network Open,10.1001/jamanetworkopen.2022.17488,NA,NA,Tract State Rural,"Krass, P., Tam, V., Min, J., Joslin, I., Khabie, L., Wilkinson, T. A., & Wood, S. M. (2022). Adolescent Access to Federally Funded Clinics Providing Confidential Family Planning Following Changes to Title X Funding Regulations. JAMA Network Open, 5(6), e2217488. https://doi.org/10.1001/jamanetworkopen.2022.17488"
208,Association between Statewide School Closure and COVID-19 Incidence and Mortality in the US,"Auger, K. A.; Shah, S. S.; Richardson, T.; Hartley, D.; Hall, M.; Warniment, A.; Timmons, K.; Bosse, D.; Ferris, S. A.; Brady, P. W.; Schondelmeyer, A. C.; Thomson, J. E.",NA,2020,JAMA - Journal of the American Medical Association,10.1001/jama.2020.14348,NA,NA,State,"Auger, K. A., Shah, S. S., Richardson, T., Hartley, D., Hall, M., Warniment, A., Timmons, K., Bosse, D., Ferris, S. A., Brady, P. W., Schondelmeyer, A. C., & Thomson, J. E. (2020). Association Between Statewide School Closure and COVID-19 Incidence and Mortality in the US. JAMA, 324(9), 859. https://doi.org/10.1001/jama.2020.14348"
209,Association Between Social Disadvantage and Otitis Media Treatment in US Children With Commercial Insurance,"Qian, Z. J.; Rehkopf, D. H.",NA,2022,JAMA Otolaryngology Head & Neck Surgery,10.1001/jamaoto.2022.3560,NA,NA,NA,"Qian, Z. J., & Rehkopf, D. H. (2023). Association Between Social Disadvantage and Otitis Media Treatment in US Children With Commercial Insurance. JAMA Otolaryngology–Head &amp; Neck Surgery, 149(1), 7. https://doi.org/10.1001/jamaoto.2022.3560"
210,Evaluation of Community-Level Vulnerability and Racial Disparities in Living Donor Kidney Transplant,"Killian, A. C.; Shelton, B.; MacLennan, P.; McLeod, M. C.; Carter, A.; Reed, R.; Qu, H.; Orandi, B.; Kumar, V.; Sawinski, D.; Locke, J. E.",Adult; Cross-Sectional Studies; Female; Humans; Kidney Transplantation; Living Donors; Male; Middle Aged; Racial Groups; Registries; Residence Characteristics; Retrospective Studies; United States; Vulnerable Populations,2021,JAMA Surgery,10.1001/jamasurg.2021.4410,NA,NA,Tract Community,"Killian, A. C., Shelton, B., MacLennan, P., McLeod, M. C., Carter, A., Reed, R., Qu, H., Orandi, B., Kumar, V., Sawinski, D., & Locke, J. E. (2021). Evaluation of Community-Level Vulnerability and Racial Disparities in Living Donor Kidney Transplant. JAMA Surgery, 156(12), 1120. https://doi.org/10.1001/jamasurg.2021.4410"
211,"Complications, Adverse Drug Events, High Costs, and Disparities in Multisystem Inflammatory Syndrome in Children vs COVID-19","Encinosa, W.; Moon, K.; Figueroa, J.; Elias, Y.","Child; Humans; Male; Female; Adolescent; COVID-19[Epidemiology]; COVID-19; SARS-CoV-2; Retrospective Studies; Cross-Sectional Studies; Connective Tissue Diseases; Drug-Related Side Effects and Adverse Reactions; pediatric multisystem inflammatory disease, COVID-19 related",2023,JAMA Network Open,10.1001/jamanetworkopen.2022.44975,NA,NA,State,"Encinosa, W., Moon, K., Figueroa, J., & Elias, Y. (2023). Complications, Adverse Drug Events, High Costs, and Disparities in Multisystem Inflammatory Syndrome in Children vs COVID-19. JAMA Network Open, 6(1), e2244975. https://doi.org/10.1001/jamanetworkopen.2022.44975"
212,Associations of Neighborhood Opportunity and Social Vulnerability With Trajectories of Childhood Body Mass Index and Obesity Among US Children,"Aris, I. M.; Perng, W.; Dabelea, D.; Padula, A. M.; Alshawabkeh, A.; Velez-Vega, C. M.; Aschner, J. L.; Camargo, C. A., Jr.; Sussman, T. J.; Dunlop, A. L.; Elliott, A. J.; Ferrara, A.; Zhu, Y.; Joseph, C. L. M.; Singh, A. M.; Hartert, T.; Cacho, F.; Karagas, M. R.; North-Reid, T.; Lester, B. M.; Kelly, N. R.; Ganiban, J. M.; Chu, S. H.; O'Connor, T. G.; Fry, R. C.; Norman, G.; Trasande, L.; Restrepo, B.; James, P.; Oken, E.","Female; Infant, Newborn; Pregnancy; Adolescent; Humans; Male; Child, Preschool; Child; Infant; Body Mass Index; Cohort Studies; Social Vulnerability; Obesity[Epidemiology]; Obesity[Complications]; Obesity; Parturition",2022,JAMA Network Open,10.1001/jamanetworkopen.2022.47957,NA,NA,Tract Neighborhood,"Aris, I. M., Perng, W., Dabelea, D., Padula, A. M., Alshawabkeh, A., Vélez-Vega, C. M., Aschner, J. L., Camargo, C. A., Sussman, T. J., Dunlop, A. L., Elliott, A. J., Ferrara, A., Zhu, Y., Joseph, C. L. M., Singh, A. M., Hartert, T., Cacho, F., Karagas, M. R., … North-Reid, T. (2022). Associations of Neighborhood Opportunity and Social Vulnerability With Trajectories of Childhood Body Mass Index and Obesity Among US Children. JAMA Network Open, 5(12), e2247957. https://doi.org/10.1001/jamanetworkopen.2022.47957"
215,Association of the Timing of School Closings and Behavioral Changes with the Evolution of the Coronavirus Disease 2019 Pandemic in the US,"Zimmerman, F. J.; Anderson, N. W.",NA,2021,JAMA Pediatrics,10.1001/jamapediatrics.2020.6371,NA,NA,State,"Zimmerman, F. J., & Anderson, N. W. (2021). Association of the Timing of School Closings and Behavioral Changes With the Evolution of the Coronavirus Disease 2019 Pandemic in the US. JAMA Pediatrics, 175(5), 501. https://doi.org/10.1001/jamapediatrics.2020.6371"
216,Assessment of Regional Variability in COVID-19 Outcomes Among Patients With Cancer in the United States,"Hawley, J. E.; Sun, T.; Chism, D. D.; Duma, N.; Fu, J. C.; Gatson, N. T. N.; Mishra, S.; Nguyen, R. H.; Reid, S. A.; Serrano, O. K.; Singh, S. R. K.; Venepalli, N. K.; Bakouny, Z.; Bashir, B.; Bilen, M. A.; Caimi, P. F.; Choueiri, T. K.; Dawsey, S. J.; Fecher, L. A.; Flora, D. B.; Friese, C. R.; Glover, M. J.; Gonzalez, C. J.; Goyal, S.; Halfdanarson, T. R.; Hershman, D. L.; Khan, H.; Labaki, C.; Lewis, M. A.; McKay, R. R.; Messing, I.; Pennell, N. A.; Puc, M.; Ravindranathan, D.; Rhodes, T. D.; Rivera, A. V.; Roller, J.; Schwartz, G. K.; Shah, S. A.; Shaya, J. A.; Streckfuss, M.; Thompson, M. A.; Wulff-Burchfield, E. M.; Xie, Z.; Yu, P. P.; Warner, J. L.; Shah, D. P.; French, B.; Hwang, C.","Aged; COVID-19[Epidemiology]; Cause of Death; Censuses; Female; Health Facilities; Humans; Intensive Care Units; Male; Middle Aged; Neoplasms[Epidemiology]; Odds Ratio; Pandemics; Registries; Respiration, Artificial; Retrospective Studies; Risk Factors; Rural Population; SARS-CoV-2; Severity of Illness Index; Social Vulnerability; Spatial Analysis; United States[Epidemiology]; Urban Population",2022,JAMA Network Open,10.1001/jamanetworkopen.2021.42046,NA,NA,State Rural Urban Community,"Hawley, J. E., Sun, T., Chism, D. D., Duma, N., Fu, J. C., Gatson, N. T. N., Mishra, S., Nguyen, R. H., Reid, S. A., Serrano, O. K., Singh, S. R. K., Venepalli, N. K., Bakouny, Z., Bashir, B., Bilen, M. A., Caimi, P. F., Choueiri, T. K., Dawsey, S. J., … Fecher, L. A. (2022). Assessment of Regional Variability in COVID-19 Outcomes Among Patients With Cancer in the United States. JAMA Network Open, 5(1), e2142046. https://doi.org/10.1001/jamanetworkopen.2021.42046"
217,"Measuring participation by socially vulnerable groups in hazard mitigation planning, Bertie County, North Carolina","Horney, J.; Simon, M.; Grabich, S.; Berke, P.",disaster; hazard mitigation; vulnerable populations,2015,Journal of Environmental Planning and Management,10.1080/09640568.2014.892870,NA,NA,County,"Horney, J., Simon, M., Grabich, S., & Berke, P. (2014). Measuring participation by socially vulnerable groups in hazard mitigation planning, Bertie County, North Carolina. Journal of Environmental Planning and Management, 58(5), 802–818. https://doi.org/10.1080/09640568.2014.892870"
